代码     名称        一级行业    三级        次数  最大权重   PE     PB    市值(亿)    
601952 苏垦农发      农林牧渔    种植业       2   0.62   23.7   1.57  113      
601860 紫金银行      银行      银行Ⅱ       2   0.61   7.78   0.48  97       
603345 安井食品      食品饮料    食品加工      2   0.56   19.61  1.92  300      
601128 常熟银行      银行      银行Ⅱ       2   0.51   5.41   0.74  235      
603323 苏农银行      银行      银行Ⅱ       2   0.5    4.74   0.51  98       
002033 丽江股份      社会服务    旅游及景区     2   0.48   19.42  1.96  48       
603871 嘉友国际      交通运输    物流        2   0.48   14.75  2.96  178      
600309 万华化学      基础化工    化学制品      2   0.46   17.72  2.17  2333     
601083 锦江航运      交通运输    航运港口      2   0.44   10.04  1.67  148      
300760 迈瑞医疗      医药生物    医疗器械      2   0.37   24.58  4.99  1926     
002833 弘亚数控      机械设备    专用设备      2   0.29   17.19  2.72  76       
603025 大豪科技      机械设备    自动化设备     2   0.24   19.33  6.12  151      
605118 力鼎光电      计算机     计算机设备     2   0.2    42.31  7.75  116      
300453 三鑫医疗      医药生物    医疗器械      2   0.19   18.19  3.57  51       
605099 共创草坪      轻工制造    家居用品      2   0.19   18.55  4.41  132      
688580 伟思医疗      医药生物    医疗器械      2   0.15   27.1   2.73  45       
603132 金徽股份      有色金属    工业金属      2   0.14   24.07  4.94  157      
002216 三全食品      食品饮料    食品加工      2   0.12   19.24  2.66  116      
605338 巴比食品      食品饮料    食品加工      2   0.11   16.44  2.22  47       
003000 劲仔食品      食品饮料    休闲食品      2   0.08   19.87  3.66  49       
920509 同惠电子      机械设备    通用设备      2   0.06   None   None  0        
603948 建业股份      基础化工    化学制品      2   0.05   13.51  1.54  32       
000039 中集集团      机械设备    通用设备      2   0      -410.051.0   468      
001386 马可波罗      轻工制造    家居用品      2   0      15.35  1.52  180      
002001 新 和 成     基础化工    化学制品      2   0      13.74  2.82  922      
002027 分众传媒      传媒      广告营销      2   0      22.54  6.39  812      
002602 世纪华通      传媒      游戏Ⅱ       2   0      15.89  3.13  998      
002773 康弘药业      医药生物    生物制品      2   0      18.54  2.21  198      
300002 神州泰岳      传媒      游戏Ⅱ       2   0      22.94  2.19  168      
300972 万辰集团      食品饮料    休闲食品      2   0      24.51  20.64 431      
600004 白云机场      交通运输    航空机场      2   0      15.25  1.0   204      
600131 国网信通      计算机     IT服务Ⅱ     2   0      30.13  2.86  188      
600380 健康元       医药生物    化学制药      2   0      14.26  1.23  188      
600482 中国动力      电力设备    其他电源设备Ⅱ   2   0      40.65  1.5   607      
600801 华新建材      建筑材料    水泥        2   0      14.27  1.43  464      
601156 东航物流      交通运输    物流        2   0      9.96   1.42  271      
601880 辽港股份      交通运输    航运港口      2   0      24.35  0.89  356      
603766 隆鑫通用      汽车      摩托车及其他    2   0      18.74  3.5   302      
603816 顾家家居      轻工制造    家居用品      2   0      11.71  2.08  207      
603885 吉祥航空      交通运输    航空机场      2   0      21.15  2.42  240      
688599 天合光能      电力设备    光伏设备      2   0      -5.3   1.56  318      
688819 天能股份      电力设备    电池        2   0      17.62  1.32  220      
600000 浦发银行      银行      银行Ⅱ       1   1.51   6.3    0.43  3167     
601339 百隆东方      纺织服饰    纺织制造      1   1.34   16.52  1.34  120      
000425 徐工机械      机械设备    工程机械      1   1.2    15.92  1.75  1049     
